Russia,  Population size (1-year)     Last modified: 18-Nov-2011, MPv5 (May07)

Year     Age      Female         Male        Total
1965       4    1308152.00   1362166.11   2670318.11
1965       5    1309249.99   1360944.10   2670194.09
1965       6    1297566.90   1340252.32   2637819.22
1965       7    1303678.40   1354915.11   2658593.51
1965       8    1269657.30   1316779.60   2586436.90
1965       9    1297881.39   1345900.74   2643782.13
1965      10    1314334.73   1358419.66   2672754.39
1965      11    1203180.66   1245281.39   2448462.05
1965      12    1219877.48   1264014.97   2483892.45
1965      13    1201056.27   1263699.53   2464755.80
1965      14    1162018.44   1247427.26   2409445.70
1965      15    1214798.17   1308876.68   2523674.85
1965      16    1065643.97   1107240.41   2172884.38
1965      17    1011178.97   1038386.08   2049565.05
1965      18     965209.79    999993.40   1965203.19
1965      19     568317.40    589221.09   1157538.49
1965      20     447067.03    467165.76    914232.79
1965      21     412407.70    423181.36    835589.06
1965      22     626206.91    621294.25   1247501.16
1965      23    1048666.05   1042872.86   2091538.91
1965      24    1114549.04   1111745.90   2226294.94
1965      25    1263805.08   1271441.72   2535246.80
1965      26    1328128.96   1315667.58   2643796.54
1965      27    1290866.16   1305115.02   2595981.18
1965      28    1132415.00   1115163.64   2247578.64
1965      29     994995.59    998134.75   1993130.34
1965      30     848158.82    839125.42   1687284.24
1965      31     840399.73    826178.63   1666578.36
1965      32    1029919.56    988235.14   2018154.70
1965      33     995170.01    990148.93   1985318.94
1965      34    1191754.86   1163438.25   2355193.11
1965      35    1182825.01   1126796.80   2309621.81
1965      36    1330788.94   1216819.93   2547608.87
1965      37    1176602.64   1097254.64   2273857.28
1965      38    1216080.87    996895.19   2212976.06
1965      39    1106297.12    797444.74   1903741.86
1965      40    1085222.78    708317.92   1793540.70
1965      41     980498.24    597562.18   1578060.42
1965      42     840508.61    489215.84   1329724.45
1965      43     687978.28    433181.50   1121159.78
1965      44     680888.25    425130.95   1106019.20
1965      45     655961.82    408342.34   1064304.16
1965      46     819890.17    506020.35   1325910.52
1965      47     532002.29    338418.90    870421.19
1965      48     636256.92    380425.45   1016682.37
1965      49     766885.09    455115.97   1222001.06
1965      50     976102.53    549494.00   1525596.53
1965      51     896101.67    529782.03   1425883.70
1965      52     968313.52    537847.53   1506161.05
1965      53     851556.82    485656.36   1337213.18
1965      54     912397.03    509491.95   1421888.98
1965      55     787050.22    445184.53   1232234.75
1965      56     816529.68    438223.98   1254753.66
1965      57     742116.69    411313.88   1153430.57
1965      58     738292.57    398933.93   1137226.50
1965      59     696490.08    355915.10   1052405.18
1965      60     697376.37    345445.41   1042821.78
1965      61     693544.49    316561.15   1010105.64
1965      62     652245.59    279633.75    931879.34
1965      63     567514.45    222315.61    789830.06
1965      64     646543.85    247165.88    893709.73
1965      65     474528.49    206222.13    680750.62
1965      66     501164.94    207344.99    708509.93
1965      67     412694.91    180796.15    593491.06
1965      68     434253.12    186873.49    621126.61
1965      69     408570.56    177381.49    585952.05
1965      70     373920.55    161689.31    535609.86
1965      71     360972.40    157461.11    518433.51
1965      72     318957.15    135775.89    454733.04
1965      73     277986.36    117549.28    395535.64
1965      74     277422.26    111993.00    389415.26
1965      75     230528.51     83395.67    313924.18
1965      76     317315.98    113084.68    430400.66
1965      77     193253.38     76568.07    269821.45
1965      78     202626.01     74813.90    277439.91
1965      79     179803.99     64818.87    244622.86
1965      80     155865.79     56127.01    211992.80
1965      81     135692.03     48411.18    184103.21
1965      82     116071.94     41230.45    157302.39
1965      83      96051.55     33996.50    130048.05
1965      84      84324.83     28936.98    113261.81
1965      85      68197.10     22781.08     90978.18
1965      86      53110.24     16943.55     70053.79
1965      87      45418.53     14273.03     59691.56
1965      88      35830.67     11217.95     47048.62
1965      89      29352.24      8773.57     38125.81
1965      90      23138.76      6840.25     29979.01
1965      91      18550.90      5543.56     24094.46
1965      92      14910.26      4523.05     19433.31
1965      93      11492.57      3357.39     14849.96
1965      94      10066.66      2935.57     13002.23
1965      95       7625.17      2238.17      9863.34
1965      96       4942.95      1314.40      6257.35
1965      97       4031.74      1064.04      5095.78
1965      98       2782.90       773.45      3556.35
1965      99       2021.02       549.30      2570.32
1965     100       1565.31       423.38      1988.69
1965     101       1074.34       281.01      1355.35
1965     102        714.40       190.60       905.00
1965     103        508.03       139.59       647.62
1965     104        354.24        90.74       444.98
1965     105        237.85        60.47       298.32
1965     106        157.78        39.53       197.31
1965     107        102.81        25.60       128.41
1965     108         66.11        16.29        82.40
1965     109         41.66         9.78        51.44
1965     110+        60.56        11.01        71.57
1966       0     952520.72    998614.41   1951135.13
1966       1    1013949.20   1057964.92   2071914.12
1966       2    1107397.38   1158468.15   2265865.53
1966       3    1178191.62   1225771.99   2403963.61
1966       4    1251922.09   1304498.01   2556420.10
1966       5    1308493.53   1361396.49   2669890.02
1966       6    1310041.92   1361071.43   2671113.35
1966       7    1298785.56   1340585.01   2639370.57
1966       8    1305976.12   1356712.99   2662689.11
1966       9    1267762.41   1314420.81   2582183.22
1966      10    1295714.52   1343270.67   2638985.19
1966      11    1310538.33   1354418.04   2664956.37
1966      12    1198757.01   1240716.21   2439473.22
1966      13    1214487.76   1258252.00   2472739.76
1966      14    1198345.18   1265280.45   2463625.63
1966      15    1156528.16   1250408.73   2406936.89
1966      16    1216197.86   1319957.06   2536154.92
1966      17    1057388.00   1099593.23   2156981.23
1966      18    1009862.49   1037523.69   2047386.18
1966      19     960809.32    995084.85   1955894.17
1966      20     565250.26    586294.18   1151544.44
1966      21     446792.18    467303.14    914095.32
1966      22     411667.97    422774.56    834442.53
1966      23     624713.53    618997.60   1243711.13
1966      24    1047147.45   1042310.34   2089457.79
1966      25    1106646.00   1104223.83   2210869.83
1966      26    1267725.65   1267988.76   2535714.41
1966      27    1319799.68   1304442.18   2624241.86
1966      28    1291447.85   1300924.39   2592372.24
1966      29    1124375.90   1106105.36   2230481.26
1966      30     991130.59    991856.62   1982987.21
1966      31     844054.19    833563.99   1677618.18
1966      32     832351.79    817238.70   1649590.49
1966      33    1026488.60    982088.54   2008577.14
1966      34     991014.35    984683.31   1975697.66
1966      35    1184019.95   1152690.76   2336710.71
1966      36    1185400.07   1125032.41   2310432.48
1966      37    1317999.62   1201775.07   2519774.69
1966      38    1180333.58   1095879.75   2276213.33
1966      39    1207072.94    985656.92   2192729.86
1966      40    1103723.47    790722.40   1894445.87
1966      41    1084715.36    703959.62   1788674.98
1966      42     975232.43    591365.09   1566597.52
1966      43     837333.07    484137.26   1321470.33
1966      44     685956.27    430470.86   1116427.13
1966      45     672390.37    418027.34   1090417.71
1966      46     656697.03    406573.90   1063270.93
1966      47     812309.70    499413.70   1311723.40
1966      48     531606.66    335468.39    867075.05
1966      49     629518.46    374445.42   1003963.88
1966      50     762950.72    450085.05   1213035.77
1966      51     976640.91    544443.03   1521083.94
1966      52     890421.49    521785.47   1412206.96
1966      53     965949.49    530715.81   1496665.30
1966      54     853811.19    479836.93   1333648.12
1966      55     898027.49    498223.48   1396250.97
1966      56     790579.90    441176.84   1231756.74
1966      57     807199.05    427358.60   1234557.65
1966      58     741830.12    405450.71   1147280.83
1966      59     732436.83    389406.78   1121843.61
1966      60     693270.56    347310.17   1040580.73
1966      61     691968.05    336746.89   1028714.94
1966      62     680403.75    307198.05    987601.80
1966      63     642376.55    271173.07    913549.62
1966      64     567162.55    218304.98    785467.53
1966      65     621828.28    234527.59    856355.87
1966      66     473427.68    199541.11    672968.79
1966      67     482183.11    196956.74    679139.85
1966      68     408520.83    173936.21    582457.04
1966      69     421704.78    177179.38    598884.16
1966      70     395261.70    167562.79    562824.49
1966      71     361953.09    152583.99    514537.08
